number,Chinese entity name,entity binomial scientific name,Chinese sym,English sym,Chinese relation,English relation
1752,李袋果病,Erwinia amylovora,弯曲畸形,Curvature,存在症状,ManifestAs
1753,李袋果病,Erwinia amylovora,组织松软,Soft tissue,存在症状,ManifestAs
1754,李袋果病,Erwinia amylovora,银白色粉状物,Silvery white powder,存在症状,ManifestAs
1755,李袋果病,Erwinia amylovora,黄色或红色,Yellow or red,存在症状,ManifestAs
1756,李袋果病,Erwinia amylovora,叶面皱缩不平,Wrinkled and uneven leaves,存在症状,ManifestAs
1757,李袋果病,Erwinia amylovora,似桃缩叶病,Peach leaf curl,存在症状,ManifestAs
1758,李袋果病,Erwinia amylovora,初呈圆形或袋状,Initially round or bag-shaped,存在症状,ManifestAs
1759,李袋果病,Erwinia amylovora,狭长略弯曲,Narrow and slightly curved,存在症状,ManifestAs
1760,李袋果病,Erwinia amylovora,病果平滑,Diseased fruit smooth,存在症状,ManifestAs
1761,李袋果病,Erwinia amylovora,浅黄色至红色,Light yellow to red,存在症状,ManifestAs
1762,李袋果病,Erwinia amylovora,灰色至暗褐色或黑色而脱落,Gray to dark brown or black and falls off,存在症状,ManifestAs
1763,李袋果病,Erwinia amylovora,长中空,Long Hollow,存在症状,ManifestAs
1764,李红点病,Diplocarpon mali,边缘清晰的近圆形斑点,Nearly circular spots with clear edges,存在症状,ManifestAs
1765,李红点病,Diplocarpon mali,深红色小粒点,Dark red dots,存在症状,ManifestAs
1766,李红点病,Diplocarpon mali,正面凹陷,Front concave,存在症状,ManifestAs
1767,李红点病,Diplocarpon mali,背面凸起,Raised back,存在症状,ManifestAs
1768,李红点病,Diplocarpon mali,叶片卷曲,Leaf curling,存在症状,ManifestAs
1769,李红点病,Diplocarpon mali,黑色小粒点,Black small dots,存在症状,ManifestAs
1770,李红点病,Diplocarpon mali,叶色变黄,Leaves turn yellow,存在症状,ManifestAs
1771,李红点病,Diplocarpon mali,早期落叶,Early leaf drop,存在症状,ManifestAs
1772,李红点病,Diplocarpon mali,红色圆形病斑,Red circular spots,存在症状,ManifestAs
1773,李红点病,Diplocarpon mali,边缘不明显,The edge is not obvious,存在症状,ManifestAs
1774,李红点病,Diplocarpon mali,深红色小粉点,Dark red small pink dots,存在症状,ManifestAs
1775,李褐腐病,Monilinia fructicola,褐色的斑点,Brown spots,存在症状,ManifestAs
1776,李褐腐病,Monilinia fructicola,灰色霉层,Gray mold layer,存在症状,ManifestAs
1777,李褐腐病,Monilinia fructicola,褐色圆形病斑,Brown circular spots,存在症状,ManifestAs
1778,李褐腐病,Monilinia fructicola,果肉变褐软腐,The flesh turns brown and becomes soft and rotten,存在症状,ManifestAs
1779,李褐腐病,Monilinia fructicola,灰白色霉层,Grayish white mold layer,存在症状,ManifestAs
1780,李细菌性穿孔病,Xanthomonas campestris,水渍状小肿瘤,Small water-soaked tumor,存在症状,ManifestAs
1781,李细菌性穿孔病,Xanthomonas campestris,近梭型溃疡斑,Near spindle ulcer plaque,存在症状,ManifestAs
1782,李细菌性穿孔病,Xanthomonas campestris,水浸状小斑点,Small water-soaked spots,存在症状,ManifestAs
1783,李细菌性穿孔病,Xanthomonas campestris,褐色至紫褐色,Brown to purple brown,存在症状,ManifestAs
1784,李细菌性穿孔病,Xanthomonas campestris,黄绿色晕圈的病斑,Yellow-green halo lesions,存在症状,ManifestAs
1785,李细菌性穿孔病,Xanthomonas campestris,黄白色粘稠的菌脓,Yellow-white sticky pus,存在症状,ManifestAs
1786,李细菌性穿孔病,Xanthomonas campestris,叶片枯焦脱落,Leaves scorch and fall off,存在症状,ManifestAs
1787,李细菌性穿孔病,Xanthomonas campestris,水渍状小点,Water stains,存在症状,ManifestAs
1788,李细菌性穿孔病,Xanthomonas campestris,暗紫色,Dark purple,存在症状,ManifestAs
1789,李细菌性穿孔病,Xanthomonas campestris,水渍状晕环,Water-stained halo,存在症状,ManifestAs
1790,李细菌性穿孔病,Xanthomonas campestris,中间稍凹陷,Slightly concave in the middle,存在症状,ManifestAs
1791,李细菌性穿孔病,Xanthomonas campestris,表面硬化粗糙,Surface hardening rough,存在症状,ManifestAs
1792,李细菌性穿孔病,Xanthomonas campestris,不规则裂缝的病斑,Irregular cracks,存在症状,ManifestAs
1793,李线纹病,Xanthomonas pruni,淡绿色,Light green,存在症状,ManifestAs
1794,李线纹病,Xanthomonas pruni,乳白色的斑纹,Milky white markings,存在症状,ManifestAs
1795,李线纹病,Xanthomonas pruni,淡绿色带状斑纹,Light green stripes,存在症状,ManifestAs
1796,李线纹病,Xanthomonas pruni,波浪状淡绿色,Wavy light green,存在症状,ManifestAs
1797,李线纹病,Xanthomonas pruni,或黄色线纹斑,Yellow Linear Spots,存在症状,ManifestAs
1798,李线纹病,Xanthomonas pruni,乳白色斑点,Milky white spots,存在症状,ManifestAs
1799,李线纹病,Xanthomonas pruni,大面积褪绿斑块,Large areas of chlorotic patches,存在症状,ManifestAs
1800,李树流胶病,Botryosphaeria dothidea,分泌出透明柔软,Secrete transparent and soft,存在症状,ManifestAs
1801,李树流胶病,Botryosphaeria dothidea,后变成褐色胶,Then it turns into brown glue,存在症状,ManifestAs
1802,李树流胶病,Botryosphaeria dothidea,树皮裂缝,Cracks in the bark,存在症状,ManifestAs
1803,李树流胶病,Botryosphaeria dothidea,变质腐朽,Deterioration,存在症状,ManifestAs
1804,李树流胶病,Botryosphaeria dothidea,黄色胶质溢出果面,Yellow colloid overflows from the fruit surface,存在症状,ManifestAs
1805,李树流胶病,Botryosphaeria dothidea,病部硬化,Hardening of diseased part,存在症状,ManifestAs
1806,黄斑卷叶蛾,Choristoneura longicellana,肉残留,Meat residue,存在症状,ManifestAs
1807,黄斑卷叶蛾,Choristoneura longicellana,片仅留,Only the film remains,存在症状,ManifestAs
1808,黄斑卷叶蛾,Choristoneura longicellana,片使整个叶簇卷,The whole leaf cluster is rolled up,存在症状,ManifestAs
1809,杏象甲,Rhynchites faldermanni,蛀孔累累,Many holes,存在症状,ManifestAs
1810,杏象甲,Rhynchites faldermanni,果实干腐脱落,Fruit drying and rotting,存在症状,ManifestAs
1811,杏象甲,Rhynchites faldermanni,大量落果,Large amount of fruit drop,存在症状,ManifestAs
1812,苹小卷叶蛾,Adoxophyes orana,嫩叶边缘卷曲,Young leaves with curled edges,存在症状,ManifestAs
1813,苹小卷叶蛾,Adoxophyes orana,孔洞或缺刻,Holes or notches,存在症状,ManifestAs
1814,苹小卷叶蛾,Adoxophyes orana,不规则的小坑洼,Irregular small potholes,存在症状,ManifestAs
1815,铜绿丽金龟子,Anomala corpulenta,叶片残缺不全,Incomplete leaves,存在症状,ManifestAs
1816,铜绿丽金龟子,Anomala corpulenta,仅留叶柄,Only petiole remains,存在症状,ManifestAs
1817,李短尾蚜,Brachycaudus helichrysi,幼叶畸形卷缩,Young leaves are deformed and curled,存在症状,ManifestAs
1818,李短尾蚜,Brachycaudus helichrysi,嫩顶弯曲,Tender top bending,存在症状,ManifestAs
1819,杏树腐烂病,Valsa mali,病斑肿胀,Swelling of lesions,存在症状,ManifestAs
1820,杏树腐烂病,Valsa mali,暗红,Dark red,存在症状,ManifestAs
1821,杏树腐烂病,Valsa mali,黄色液体溢出,Yellow liquid spilling,存在症状,ManifestAs
1822,杏树腐烂病,Valsa mali,黄褐色腐烂,Yellowish brown rot,存在症状,ManifestAs
1823,杏树腐烂病,Valsa mali,棕黄色卷须状孢子角,Brownish yellow tendril-like spore horn,存在症状,ManifestAs
1824,杏疔病,Polystigma rubrum,节间短而粗,Internodes short and thick,存在症状,ManifestAs
1825,杏疔病,Polystigma rubrum,全叶变,Whole leaf change,存在症状,ManifestAs
1826,杏疔病,Polystigma rubrum,质硬呈革质,Hard leathery,存在症状,ManifestAs
1827,杏疔病,Polystigma rubrum,满褐色小粒点,Full of brown spots,存在症状,ManifestAs
1828,杏疔病,Polystigma rubrum,向下卷曲,Curl down,存在症状,ManifestAs
1829,杏疔病,Polystigma rubrum,橘红色粘液,Orange-red mucus,存在症状,ManifestAs
1830,杏疔病,Polystigma rubrum,叶柄基部肿胀,Swelling at the base of the petiole,存在症状,ManifestAs
1831,杏疔病,Polystigma rubrum,小红点,Little Red Dot,存在症状,ManifestAs
1832,杏疔病,Polystigma rubrum,叶柄短而呈黄色,Short yellow petiole,存在症状,ManifestAs
1833,杏疔病,Polystigma rubrum,质脆易碎,Brittle and fragile,存在症状,ManifestAs
1834,杏疔病,Polystigma rubrum,花萼肥厚,Thick calyx,存在症状,ManifestAs
1835,杏疔病,Polystigma rubrum,病枝结果少或不结果,Diseased branches produce little or no fruit,存在症状,ManifestAs
1836,杏疔病,Polystigma rubrum,淡黄色病斑,Pale yellow spots,存在症状,ManifestAs
1837,杏疔病,Polystigma rubrum,红褐色小粒点,Reddish brown small spots,存在症状,ManifestAs
1838,杏褐腐病,Monilinia laxa,圆形褐色斑,Round brown spots,存在症状,ManifestAs
1839,杏褐腐病,Monilinia laxa,果肉变褐,The flesh turns brown,存在症状,ManifestAs
1840,杏褐腐病,Monilinia laxa,特殊香气,Special aroma,存在症状,ManifestAs
1841,杏黑粒枝枯病,Eutypa lata,椭圆形病斑,Oval lesions,存在症状,ManifestAs
1842,杏黑粒枝枯病,Eutypa lata,黑褐色,Dark brown,存在症状,ManifestAs
1843,杏黑粒枝枯病,Eutypa lata,波状轮纹,Wave wheel pattern,存在症状,ManifestAs
1844,杏黑粒枝枯病,Eutypa lata,树脂状物溢出,Resinous substance overflow,存在症状,ManifestAs
1845,杏黑粒枝枯病,Eutypa lata,病斑褐色至黑褐色,Lesions brown to dark brown,存在症状,ManifestAs
1846,杏树流胶病,Botryosphaeria dothidea,透明柔软的树胶,Transparent soft gum,存在症状,ManifestAs
1847,杏树流胶病,Botryosphaeria dothidea,晶莹柔软的胶块,Crystal clear soft rubber block,存在症状,ManifestAs
1848,杏树流胶病,Botryosphaeria dothidea,茶褐色硬质胶块,Brown hard rubber block,存在症状,ManifestAs
1849,杏树流胶病,Botryosphaeria dothidea,树皮裂缝,Cracks in the bark,存在症状,ManifestAs
1850,杏干枯病,Botryosphaeria dothidea,呈枯死状,Dead,存在症状,ManifestAs
1851,杏干枯病,Botryosphaeria dothidea,酒槽气味,Wine lees smell,存在症状,ManifestAs
1852,杏干枯病,Botryosphaeria dothidea,放射状小突起,Radial protuberances,存在症状,ManifestAs
1853,杏干枯病,Botryosphaeria dothidea,红褐色丝状物,Reddish brown filaments,存在症状,ManifestAs
1854,杏干枯病,Botryosphaeria dothidea,椭圆形黑色小粒点,Oval black dots,存在症状,ManifestAs
1855,杏干枯病,Botryosphaeria dothidea,褐色圆形斑,Brown round spots,存在症状,ManifestAs
1856,杏细菌性穿孔病,Xanthomonas arboricola,水渍状小点,Water stains,存在症状,ManifestAs
1857,杏细菌性穿孔病,Xanthomonas arboricola,圆形或不规则形病,Round or irregular shape,存在症状,ManifestAs
1858,杏细菌性穿孔病,Xanthomonas arboricola,紫褐色至黑褐,Purple brown to dark brown,存在症状,ManifestAs
1859,杏细菌性穿孔病,Xanthomonas arboricola,有黄绿色晕圈,With yellow-green halo,存在症状,ManifestAs
1860,杏细菌性穿孔病,Xanthomonas arboricola,病斑干枯发白色,The lesions dry and turn white,存在症状,ManifestAs
1861,杏细菌性穿孔病,Xanthomonas arboricola,暗紫色,Dark purple,存在症状,ManifestAs
1862,杏细菌性穿孔病,Xanthomonas arboricola,中央稍凹陷的斑,Slightly sunken spot in the center,存在症状,ManifestAs
1863,杏细菌性穿孔病,Xanthomonas arboricola,边缘水渍状,Edge water stains,存在症状,ManifestAs
1864,杏细菌性穿孔病,Xanthomonas arboricola,黄白色粘质物,Yellow-white sticky substance,存在症状,ManifestAs
1865,苹果轮纹病,Botryosphaeria dothidea,近圆形或不规则形红褐色小斑点,Nearly round or irregular reddish-brown spots,存在症状,ManifestAs
1866,苹果轮纹病,Botryosphaeria dothidea,褐色圆形或不规则形病斑,Brown round or irregular lesions,存在症状,ManifestAs
1867,苹果轮纹病,Botryosphaeria dothidea,褐色或黄褐色小斑点,Small brown or yellowish brown spots,存在症状,ManifestAs
1868,苹果轮纹病,Botryosphaeria dothidea,黄褐色,tan,存在症状,ManifestAs
1869,苹果轮纹病,Botryosphaeria dothidea,深褐色相间的圆形或近圆形同心轮纹,Dark brown and circular or nearly circular concentric rings,存在症状,ManifestAs
1870,苹果轮纹病,Botryosphaeria dothidea,果肉褐色,Brown flesh,存在症状,ManifestAs
1871,苹果轮纹病,Botryosphaeria dothidea,呈黄褐,Yellowish brown,存在症状,ManifestAs
1872,苹果轮纹病,Botryosphaeria dothidea,深褐色交错的云形斑纹,Dark brown interlaced cloud-shaped patterns,存在症状,ManifestAs
1873,苹果轮纹病,Botryosphaeria dothidea,茶褐色液体,Brown liquid,存在症状,ManifestAs
1874,苹果轮纹病,Botryosphaeria dothidea,暗褐色硬痂,Dark brown crust,存在症状,ManifestAs
1875,苹果轮纹病,Botryosphaeria dothidea,病皮暗褐色,Diseased skin dark brown,存在症状,ManifestAs
1876,苹果炭疽溃疡病,Glomerella cingulata,红色或紫色小圆点,Red or purple dots,存在症状,ManifestAs
1877,苹果炭疽溃疡病,Glomerella cingulata,桔红色或褐色椭圆形凹陷斑,Orange or brown oval sunken spots,存在症状,ManifestAs
1878,苹果炭疽溃疡病,Glomerella cingulata,奶油色分生孢子盘,Cream-colored conidia disc,存在症状,ManifestAs
1879,苹果炭疽溃疡病,Glomerella cingulata,纵向韧皮纤维,Longitudinal bast fibers,存在症状,ManifestAs
1880,苹果炭疽溃疡病,Glomerella cingulata,椭圆形桔红色凹陷斑,Oval orange-red sunken spots,存在症状,ManifestAs
1881,苹果灰斑病,Botryosphaeria dothidea,块状或条状坏死斑,Blocky or stripe necrotic spots,存在症状,ManifestAs
1882,苹果灰斑病,Botryosphaeria dothidea,圆形或近圆形病斑,Circular or nearly circular lesions,存在症状,ManifestAs
1883,苹果灰斑病,Botryosphaeria dothidea,边缘清,Edge Clear,存在症状,ManifestAs
1884,苹果灰斑病,Botryosphaeria dothidea,中央散生小黑点,Scattered black spots in the center,存在症状,ManifestAs
1885,苹果灰斑病,Botryosphaeria dothidea,病斑圆形或不整形,Lesions are round or irregular,存在症状,ManifestAs
1886,苹果灰斑病,Botryosphaeria dothidea,灰褐色或黄褐色,Gray or yellowish brown,存在症状,ManifestAs
1887,苹果灰斑病,Botryosphaeria dothidea,呈白色,White,存在症状,ManifestAs
1888,苹果白星病,Venturia inaequalis,病斑圆形或近圆形,Lesions are round or nearly round,存在症状,ManifestAs
1889,苹果白星病,Venturia inaequalis,灰白色至淡褐色,Off-white to light brown,存在症状,ManifestAs
1890,苹果白星病,Venturia inaequalis,具褐色较细的,Brown and thin,存在症状,ManifestAs
1891,苹果轮斑病,Alternaria mali,圆形小斑点,Small round spots,存在症状,ManifestAs
1892,苹果轮斑病,Alternaria mali,褐色至黑褐色,Brown to dark brown,存在症状,ManifestAs
1893,苹果轮斑病,Alternaria mali,叶缘病斑呈半圆形,Semicircular lesions on leaf margins,存在症状,ManifestAs
1894,苹果轮斑病,Alternaria mali,中央呈灰褐至灰白色,Grayish brown to grayish white in the center,存在症状,ManifestAs
1895,苹果轮斑病,Alternaria mali,黑色霉状物,Black mold,存在症状,ManifestAs
1896,苹果轮斑病,Alternaria mali,病斑黑色,Black spots,存在症状,ManifestAs
1897,苹果轮斑病,Alternaria mali,病部软化,Softening of the affected area,存在症状,ManifestAs
1898,苹果树枝溃疡病,Nectria galligena,红褐色圆形小斑点,Small reddish brown round spots,存在症状,ManifestAs
1899,苹果树枝溃疡病,Nectria galligena,中间凹陷,Middle depression,存在症状,ManifestAs
1900,苹果树枝溃疡病,Nectria galligena,病斑又呈梭形,The lesions are spindle-shaped,存在症状,ManifestAs
1901,苹果树枝溃疡病,Nectria galligena,呈梭形同心轮纹状,Spindle-shaped concentric ring pattern,存在症状,ManifestAs
1902,苹果树枝溃疡病,Nectria galligena,树体缺枝,Tree missing branches,存在症状,ManifestAs
1903,苹果树泡性溃疡病,Valsa mali,病部表皮呈泡状,The epidermis of the affected area is blister-like,存在症状,ManifestAs
1904,苹果树泡性溃疡病,Valsa mali,个个黑褐色圈纹,Dark brown circles,存在症状,ManifestAs
1905,苹果树泡性溃疡病,Valsa mali,溢出褐色液体,Brown liquid spilling,存在症状,ManifestAs
1906,苹果干枯病,Venturia inaequalis,沿边缘纵向裂开而下,Crack down along the edge,存在症状,ManifestAs
1907,苹果干枯病,Venturia inaequalis,生黑色小粒点,Black small dots,存在症状,ManifestAs
1908,苹果干枯病,Venturia inaequalis,黄褐色丝状孢子角,Yellowish brown filamentous spore horn,存在症状,ManifestAs
1909,苹果树枝枯病,Botryosphaeria dothidea,褐色不规则凹陷斑,Brown irregular sunken spots,存在症状,ManifestAs
1910,苹果树枝枯病,Botryosphaeria dothidea,树皮脱落,Bark falling off,存在症状,ManifestAs
1911,苹果树枝枯病,Botryosphaeria dothidea,木质部外露,Exposed wood,存在症状,ManifestAs
1912,苹果树枝枯病,Botryosphaeria dothidea,枝条枯死,Dead branches,存在症状,ManifestAs
1913,苹果树木腐病,Fomes fomentarius,树皮腐朽,Bark decay,存在症状,ManifestAs
1914,苹果树木腐病,Fomes fomentarius,大型条状溃疡斑,Large stripe ulcers,存在症状,ManifestAs
1915,苹果树木腐病,Fomes fomentarius,削弱树势,Weakening the tree,存在症状,ManifestAs
1916,苹果锈病,Gymnosporangium juniperi-virginianae,病部为橙黄色,The diseased part is orange-yellow,存在症状,ManifestAs
1917,苹果锈病,Gymnosporangium juniperi-virginianae,隆起呈纺锤形,The protuberance is spindle-shaped,存在症状,ManifestAs
